Students	30000
9257	2273 2909 982 1418
9258	3338 4603 3345 3196
9259	728 1646 1431 2101
9260	4037 4687 2129 787
9261	1171 3675 2489 1110
9262	4588 3130 3160 4789
9263	1101 3277 4824 2599
9264	524 3985 458 3900
9265	4035 4120 1578 3220
9266	177 1936 2717 4394
9267	967 1917 146 3086
9268	473 3261 474 4496
9269	4027 3218 2856 2374
9270	2803 4425 701 67
9271	967 1324 1305 1905
9272	2830 2836 3624 3480
9273	82 2726 2570 90
9274	3207 2934 4895 1177
9275	651 3663 4850 2958
9276	306 931 2753 1588
9277	4034 1616 110 3339
9278	221 2931 4658 3949
9279	83 561 2171 4894
9280	524 4133 983 144
9281	2639 1836 311 1393
9282	2449 1050 4745 795
9283	1488 4317 833 1546
9284	3467 4447 1033 3745
9285	1315 3389 2276 4710
9286	2481 2766 2734 2525
9287	854 2916 3880 3029
9288	4224 4357 399 4572
9289	2662 2977 1693 892
9290	744 1758 3616 3762
9291	692 3673 2224 3126
9292	1304 2570 4039 4302
9293	4079 1690 4873 3986
9294	2391 4266 1312 3139
9295	1411 1651 1450 4874
9296	2003 4366 2488 811
9297	50 3484 3977 4634
9298	1846 2985 3171 1128
9299	4964 195 640 2480
9300	2592 1739 4556 3133
9301	907 2433 4153 4852
9302	882 1303 4721 4558
9303	743 2212 2075 3968
9304	2325 4751 21 4384
9305	1141 2988 4567 2459
9306	2368 4933 3215 3178
9307	4891 2038 1893 202
9308	1515 1761 3971 3599
9309	1581 3752 1530 1421
9310	3062 4237 4757 4826
9311	481 4038 3064 2179
9312	199 2481 719 3700
9313	997 1475 3223 624
9314	71 1795 1037 2054
9315	2254 266 3275 4733
9316	121 4014 1435 4042
9317	3951 3295 1706 4858
9318	1870 1020 2965 4279
9319	851 827 1580 1050
9320	4063 1302 919 2255
9321	2967 1432 4221 3028
9322	1002 2868 4747 799
9323	2743 1787 3896 3637
9324	2753 4675 161 1328
9325	4324 845 1983 4849
9326	1827 3945 3164 1248
9327	3283 1755 3714 3633
9328	881 3409 2618 4145
9329	3045 1574 949 3565
9330	2980 562 3122 1335
9331	1587 4490 603 1620
9332	4947 471 3345 3943
9333	3904 3774 275 3445
9334	378 4537 1730 2932
9335	2178 1158 366 4311
9336	1972 4894 1405 372
9337	1504 4653 447 2082
9338	2932 2798 4455 3860
9339	4585 2091 1950 2780
9340	4307 4435 2220 2144
9341	3757 2834 4298 3766
9342	4340 4086 3139 3946
9343	3339 4168 2440 4107
9344	2055 2457 2758 3455
9345	4320 1849 387 1449
9346	570 2306 1907 177
9347	2059 1183 2750 4601
9348	852 4200 3736 2651
9349	813 775 4464 1068
9350	3945 2333 3255 51
9351	1564 804 2860 3984
9352	4018 3885 4232 2838
9353	1878 1242 994 3250
9354	922 315 2860 3439
9355	3211 2997 1679 1183
9356	4331 298 374 396
9357	2404 1297 2959 3671
9358	1979 1788 2877 4550
9359	4891 1023 2904 3631
9360	1915 4810 1019 3603
9361	2471 2871 4414 4578
9362	3208 2136 4783 1831
9363	3386 2369 4456 3210
9364	1020 1986 4578 4826
9365	1842 832 1518 1256
9366	520 208 4036 4872
9367	3012 3231 349 3240
9368	4676 4224 2392 984
9369	3070 2864 4014 3450
9370	3566 2145 91 3672
9371	1756 1411 88 2155
9372	2484 3090 332 3248
9373	2521 661 383 3020
9374	2775 3704 1555 1819
9375	2340 3741 1938 764
9376	3050 1276 1522 3174
9377	4896 4166 1132 334
9378	4121 652 2517 1442
9379	1903 392 2676 1230
9380	3811 368 4351 3733
9381	3063 1862 961 3195
9382	2511 3004 2347 3997
9383	244 4697 2656 2176
9384	2261 828 1179 4944
9385	1261 1331 1760 3286
9386	907 176 2479 2235
9387	2820 3327 1296 561
9388	3825 1891 4408 66
9389	999 588 4671 1435
9390	3585 352 4985 4922
9391	934 2956 4331 2203
9392	2895 285 2809 4554
9393	209 1913 681 4203
9394	3131 3601 3960 2145
9395	2816 767 435 4119
9396	4768 2951 2290 1245
9397	2480 1182 478 560
9398	2076 4562 2013 298
9399	518 2416 1045 3056
9400	2505 199 1491 1468
9401	4428 1927 531 3690
9402	1291 1739 387 2063
9403	3840 2307 3507 872
9404	3953 1973 3883 3042
9405	527 4617 3624 4165
9406	3510 1705 2514 2977
9407	3707 2315 3867 3648
9408	439 1133 4273 2372
9409	960 2898 3316 2039
9410	1636 2778 2013 2417
9411	3703 1289 1926 2689
9412	4892 3965 3880 4097
9413	4316 4774 3048 1598
9414	2680 3948 2438 3085
9415	4691 3977 2394 1797
9416	3391 4303 4386 2989
9417	3187 2986 1866 3821
9418	4480 1132 2304 4323
9419	3722 4219 2244 1472
9420	398 3976 2629 4079
9421	1996 49 4997 2790
9422	3573 4034 173 837
9423	4666 3521 617 1920
9424	4176 3482 3839 3195
9425	2606 4707 3727 3591
9426	3853 3180 834 4673
9427	4265 2389 3867 3032
9428	154 3074 2596 1389
9429	4544 2792 330 461
9430	1885 2911 4878 4515
9431	3531 3019 4603 712
9432	1226 683 1890 2942
9433	2890 1714 4998 209
9434	1014 2402 177 2641
9435	712 3209 4822 205
9436	262 4351 1973 2917
9437	3156 4082 3011 2179
9438	2640 2997 72 1128
9439	3233 2623 4482 3320
9440	1310 3104 1896 1469
9441	3729 2184 1609 2271
9442	4297 1410 4305 118
9443	2326 3741 3103 2697
9444	2262 1437 2897 3348
9445	2670 1327 2295 4790
9446	402 4602 4965 2250
9447	284 1140 3266 2497
9448	2975 3841 4047 2330
9449	1966 1266 540 2153
9450	2817 3372 998 3572
9451	1528 3943 1077 1179
9452	4115 2042 1817 1517
9453	3526 1204 1108 3703
9454	4591 2980 1057 2529
9455	4930 2565 4975 3248
9456	3210 3881 1474 1709
9457	2506 127 3483 1173
9458	1517 331 741 4839
9459	1088 2118 457 3114
9460	678 4014 4471 1323
9461	4763 423 3111 4547
9462	2388 3540 1481 3373
9463	4484 1076 4581 469
9464	4836 2852 2233 2544
9465	1521 4070 440 3361
9466	63 919 4643 3328
9467	1727 78 343 2819
9468	1131 1418 3007 4685
9469	548 1830 965 4686
9470	1746 2688 604 4314
9471	3318 1977 2270 2064
9472	2113 1052 4678 1947
9473	4430 2238 770 345
9474	3086 4965 3850 2163
9475	2624 499 831 3275
9476	888 3131 2725 4050
9477	2740 3336 3276 2099
9478	1992 1827 1383 4547
9479	2016 1112 4517 60
9480	2073 240 3704 4428
9481	1177 1403 4172 4851
9482	4279 2501 2961 746
9483	2339 4001 4681 2165
9484	482 1461 949 1958
9485	1995 2184 2747 4120
9486	4535 1988 2970 2139
9487	3186 220 4486 2203
9488	4077 706 370 3419
9489	1279 1327 4110 312
9490	1831 4654 4952 1247
9491	2638 3423 4563 4658
9492	3912 3283 530 149
9493	4895 2044 3002 3550
9494	1158 1615 1077 3425
9495	1433 758 4230 1550
9496	91 2100 2405 3596
9497	1171 4218 1184 4095
9498	2714 3941 103 1517
9499	2740 2808 3356 426
9500	3979 1197 478 729
9501	4628 443 1620 4618
9502	2424 4994 3592 70
9503	4991 3678 1230 1541
9504	3188 536 3093 1509
9505	1334 756 3934 1840
9506	3321 1455 1431 1931
9507	1460 3599 27 2404
9508	2076 2201 1217 1882
9509	2686 4020 1848 1323
9510	3666 3820 3945 1312
9511	1518 2660 1726 4063
9512	1770 4467 1028 2001
9513	699 214 4595 412
9514	3942 3446 4119 3655
9515	4776 535 3563 4783
9516	4966 1386 1979 631
9517	4108 4123 509 622
9518	1085 4416 4737 3879
9519	545 3305 3385 3006
9520	2013 1828 3260 2943
9521	852 2145 2285 1964
9522	4601 4798 1457 837
9523	1298 4760 2484 2745
9524	1025 3155 2815 158
9525	3761 231 4605 2996
9526	435 3090 4115 2079
9527	95 777 4775 799
9528	1039 944 4312 752
9529	2508 2168 1140 1617
9530	4726 1895 4786 4226
9531	3145 1639 2406 1438
9532	3459 2450 3748 4164
9533	1145 3714 4106 2866
9534	819 2143 2402 573
9535	4952 3416 4153 445
9536	3303 2716 3579 4229
9537	1783 4320 889 1252
9538	4180 2390 4941 3716
9539	4741 772 4188 1680
9540	2994 3516 3545 789
9541	1245 4414 3431 1383
9542	1069 4017 1488 2317
9543	4097 4794 80 531
9544	2709 1568 3603 4181
9545	3743 2504 2367 1914
9546	3128 4361 2701 2316
9547	2015 731 126 4918
9548	2538 3663 619 3576
9549	3910 2572 4127 4078
9550	1233 1089 4462 4184
9551	4800 1735 1342 739
9552	2947 2671 1734 1353
9553	742 3510 477 2330
9554	3263 2366 747 4047
9555	4509 986 735 4903
9556	1319 4568 3567 1991
9557	4272 3577 1230 868
9558	1654 3609 3012 2758
9559	875 794 3691 337
9560	3551 2934 2660 160
9561	3043 4121 2084 1043
9562	2868 2891 4615 3259
9563	2905 3556 4577 3625
9564	989 3583 3827 3991
9565	1695 3052 825 941
9566	2155 3282 69 2805
9567	2595 684 907 2163
9568	4179 3258 4321 716
9569	4227 4803 1358 4652
9570	3238 1692 160 2884
9571	4452 1850 3669 3975
9572	1208 2565 2970 3143
9573	4765 4771 1292 4986
9574	3808 4999 208 925
9575	764 3175 2667 4594
9576	4623 4570 4705 1669
9577	3883 2471 53 4674
9578	3938 534 20 4107
9579	3811 4227 1954 1641
9580	2196 1735 2124 2794
9581	4812 3902 746 2302
9582	815 4205 304 1872
9583	2454 4931 1740 4004
9584	3029 122 2020 1331
9585	88 4844 235 516
9586	4413 821 1590 4961
9587	1804 4759 4333 3757
9588	1757 1039 1017 4790
9589	468 3096 3171 259
9590	4977 2417 2941 54
9591	897 2821 2992 215
9592	4852 1555 738 4614
9593	4169 3878 1939 1056
9594	4455 1622 3989 356
9595	4580 3702 3772 1774
9596	4281 1549 4155 253
9597	759 3893 739 3628
9598	263 3385 75 3706
9599	2041 179 1711 2425
9600	27 1243 1033 3264
9601	250 782 3282 2342
9602	998 4594 1541 1031
9603	683 169 3969 1084
9604	4214 4364 1634 4898
9605	4232 968 4825 1275
9606	4983 2400 4448 4246
9607	266 1520 3745 3140
9608	862 3393 4083 1894
9609	2086 117 505 3906
9610	3780 3294 1257 3922
9611	3537 4519 91 4866
9612	1499 4545 2068 1409
9613	1621 1712 3212 2714
9614	4044 1238 1264 3295
9615	757 3217 4958 2578
9616	3159 1430 762 2324
9617	4680 475 462 1186
9618	2341 4394 1818 1472
9619	1840 2946 75 4691
9620	1498 2562 159 1360
9621	4543 3631 992 2026
9622	3823 1262 2609 4885
9623	1038 2633 2507 1074
9624	3052 4136 1202 3716
9625	3188 4240 3056 1562
9626	1874 3278 1564 2356
9627	362 1777 3996 341
9628	1876 762 1387 4194
9629	2731 2098 2646 1642
9630	2119 2156 2131 332
9631	4174 3208 425 1967
9632	2072 3070 2739 1010
9633	1606 3936 1100 1513
9634	417 1549 2990 1134
9635	3663 3978 4005 1390
9636	3965 2362 1332 747
9637	2306 917 2831 3487
9638	716 3811 2474 3295
9639	1117 3011 2033 2477
9640	2928 3752 3742 4166
9641	3746 2650 140 2374
9642	4906 3917 1239 4329
9643	212 367 2324 3007
9644	1101 449 2127 3822
9645	2575 3231 3348 4989
9646	3039 3850 2961 2500
9647	4731 4236 1655 67
9648	3524 3121 808 700
9649	3990 1038 703 2219
9650	3558 1988 4104 435
9651	4426 3030 4821 3500
9652	1425 4515 3538 3319
9653	3877 261 3803 2451
9654	4403 3307 36 4652
9655	2958 1169 3162 1801
9656	1679 754 1850 4025
9657	341 3423 493 1350
9658	2119 2448 1035 1347
9659	4104 3452 2639 1109
9660	2670 1996 1167 3412
9661	3950 369 3464 4284
9662	2368 2939 2961 10
9663	3665 4099 2826 4183
9664	3091 1365 2555 93
9665	2246 459 4030 3899
9666	1444 2139 3644 2714
9667	790 2847 4399 2519
9668	1408 2346 4300 4275
9669	347 964 1803 1611
9670	4688 2688 2258 3147
9671	3630 1698 3987 984
9672	7 1065 3722 4836
9673	712 890 2230 3051
9674	3936 2530 221 727
9675	532 2200 1464 630
9676	4276 1119 863 868
9677	1372 732 236 3719
9678	2356 1792 3415 1383
9679	4205 4351 1045 1566
9680	3122 4899 1986 4905
9681	3207 4885 4419 2368
9682	1331 1086 1747 2825
9683	2556 4515 3776 4051
9684	3678 1571 2025 1261
9685	3070 4704 2547 893
9686	247 2030 3342 3394
9687	1130 942 264 2184
9688	4206 3144 1411 4220
9689	844 1456 300 739
9690	1323 2025 1915 4825
9691	3352 1767 3753 843
9692	451 1294 3919 2015
9693	4732 4647 1511 2101
9694	2861 1620 2079 493
9695	1009 1601 4887 2780
9696	1942 3886 3465 3807
9697	350 2460 4351 3433
9698	545 3974 3658 1988
9699	3664 4067 757 3989
9700	1007 1351 3994 3120
9701	450 2300 4202 42
9702	2664 2260 3094 1947
9703	3908 2082 1770 3494
9704	4357 2881 2447 3321
9705	679 174 1772 1396
9706	2022 4671 1502 901
9707	3525 3625 1114 1456
9708	445 4502 4971 4202
9709	2930 3500 1066 3522
9710	1813 3831 4846 848
9711	51 4185 1312 4303
9712	3551 1886 620 263
9713	4487 2276 3913 211
9714	1658 4449 3890 4444
9715	335 3767 934 1184
9716	1603 605 4905 971
9717	1726 3276 2449 1738
9718	132 1523 1944 4873
9719	2443 1777 565 3588
9720	3601 317 251 1915
9721	1594 2798 4246 4285
9722	2117 318 852 1376
9723	3546 1336 3951 3425
9724	3875 617 782 1398
9725	525 4787 4535 2183
9726	536 2573 120 4552
9727	295 1067 4440 3093
9728	2429 4111 2758 363
9729	4376 683 3907 240
9730	1608 4978 2027 116
9731	4062 1952 4877 285
9732	1560 870 4125 2477
9733	2369 1744 240 2026
9734	4431 2209 1800 1069
9735	4649 3095 330 1534
9736	170 4676 2897 2431
9737	4285 785 4895 1243
9738	1944 3046 3178 4462
9739	2332 1509 4307 4756
9740	3450 2716 301 1778
9741	1393 1586 4421 4564
9742	1566 4377 951 194
9743	4360 2251 343 2288
9744	1859 1643 916 2868
9745	2845 421 317 567
9746	63 4101 3311 546
9747	3256 1531 2121 2189
9748	4584 4152 3258 2709
9749	546 437 605 643
9750	3447 234 3087 381
9751	550 1610 1505 1789
9752	3887 1494 500 4806
9753	1718 862 3233 4005
9754	3948 4741 3210 4203
9755	797 2611 132 3751
9756	3037 3575 2315 3309
9757	4648 4255 2587 185
9758	2383 1886 2968 2528
9759	2000 2582 1470 1156
9760	1735 4566 20 18
9761	4371 1270 1621 3631
9762	435 2133 2910 1241
9763	4795 3402 1465 4346
9764	4218 3166 3498 1083
9765	1267 3675 3384 1307
9766	3687 3882 2460 3894
9767	4016 1385 2200 3545
9768	1467 2943 4589 1449
9769	1808 2569 1953 402
9770	2420 1576 583 3131
9771	2498 2683 4178 2511
9772	188 4405 2929 1367
9773	1946 45 4056 4539
9774	3513 4965 1081 3679
9775	3241 4823 4150 4712
9776	2500 1717 1411 541
9777	4891 3764 3887 3116
9778	2961 561 356 602
9779	2287 1990 1623 4790
9780	1502 3214 4766 1726
9781	1245 149 4896 4641
9782	4843 2573 1716 2757
9783	929 2892 3431 4313
9784	4142 1136 931 1838
9785	748 3200 3569 1215
9786	3769 1843 1557 2644
9787	2118 1313 2042 2072
9788	4069 2226 1194 4897
9789	1123 2121 1468 2516
9790	4117 2596 4013 82
9791	2175 695 4462 419
9792	3395 2122 1294 2376
9793	750 2260 3049 3933
9794	605 3007 1884 3426
9795	171 355 4905 410
9796	3530 2685 1963 2754
9797	3158 57 3026 4719
9798	1006 1890 2953 3239
9799	3601 2174 614 4751
9800	1536 2681 3592 3363
9801	2585 4005 3312 3293
9802	3054 45 1996 4626
9803	196 2866 1478 3803
9804	4655 3479 986 3821
9805	1081 4812 786 3071
9806	3833 1034 91 669
9807	2003 3164 341 1147
9808	1956 2675 425 1640
9809	3901 4261 3424 3455
9810	1214 2436 4038 658
9811	4080 1537 2143 1464
9812	3261 4793 2474 1808
9813	1166 3487 3559 1861
9814	3133 4855 4984 3045
9815	1446 1259 1298 4741
9816	1783 4489 255 3425
9817	43 2634 3281 3907
9818	1761 2228 1585 4329
9819	4109 961 2942 2044
9820	3153 3900 4138 2694
9821	2927 120 3257 153
9822	865 3199 4281 1309
9823	1329 4989 4949 4373
9824	4759 2066 59 2850
9825	3359 986 2485 4006
9826	921 4623 3516 388
9827	2444 1166 3868 2345
9828	575 574 4924 2833
9829	2670 50 2755 1686
9830	2762 4453 998 3878
9831	2896 4827 4160 718
9832	2901 829 3792 2775
9833	1599 1832 2828 1365
9834	1831 2571 4310 4497
9835	303 4202 1395 2996
9836	3694 4635 4817 610
9837	2359 485 3618 4874
9838	1327 4331 1470 495
9839	1707 3502 1287 2637
9840	4420 969 4139 392
9841	2895 4193 1882 1591
9842	3796 2862 3270 105
9843	4345 1311 2736 3601
9844	4588 3126 4181 4114
9845	1327 4763 1193 405
9846	1977 2404 2468 255
9847	3570 3128 4242 4253
9848	415 1633 77 112
9849	4811 4386 215 1869
9850	940 1224 175 739
9851	2773 3149 4357 4867
9852	1268 4609 158 2363
9853	3307 2789 4557 3934
9854	4829 3888 1007 1282
9855	1428 1656 3059 247
9856	2839 3465 2735 1240
9857	4992 4249 4709 887
9858	2753 3928 4853 197
9859	3627 583 2206 198
9860	2207 3105 2614 2554
9861	1309 186 3844 1374
9862	4628 4188 4315 4569
9863	698 1139 4439 1878
9864	1226 2051 2054 2930
9865	886 4322 501 2626
9866	4027 3391 3182 3160
9867	2799 3551 1207 4262
9868	902 4145 2139 851
9869	2817 3615 2416 4290
9870	1324 3693 2489 4479
9871	573 310 1788 1229
9872	700 4725 1746 3928
9873	1045 4451 4028 1474
9874	1698 289 2020 3704
9875	4248 488 1465 1037
9876	2942 466 2595 4209
9877	2823 4804 1413 2886
9878	3791 323 1319 3402
9879	3781 3986 3240 1168
9880	3737 3261 58 4605
9881	514 4351 4691 1211
9882	1070 4669 552 4233
9883	4922 820 3734 3822
9884	3103 4828 714 734
9885	2192 757 4154 4086
9886	4193 2337 2793 3082
9887	2298 1773 175 3538
9888	3216 4943 3833 3766
9889	2804 1598 2635 322
9890	3939 3568 575 2314
9891	1892 3026 1605 4723
9892	4963 2459 254 1071
9893	3864 2660 2913 2224
9894	489 3885 777 89
9895	1519 3607 3716 3067
9896	4221 4517 3376 2749
9897	936 4567 133 1173
9898	1116 2636 3196 2927
9899	4181 761 2942 1118
9900	535 630 3194 3341
9901	4377 977 550 4818
9902	4590 825 4366 2968
9903	386 4591 1721 4504
9904	2127 4515 615 4312
9905	83 2812 4089 526
9906	1834 4257 4470 3621
9907	1820 4551 3053 1580
9908	2415 2867 489 4097
9909	3235 4239 4506 955
9910	3653 4284 1419 3533
9911	4974 1666 3761 471
9912	4447 1463 3070 3798
9913	4275 2388 2159 3901
9914	2561 4686 2445 83
9915	4589 1550 2098 3792
9916	958 273 4873 2828
9917	2598 4018 666 4762
9918	2029 4479 4761 4831
9919	3034 4587 1586 2543
9920	3948 468 1114 92
9921	4706 3610 4973 1292
9922	2696 2676 3153 4618
9923	2982 866 4242 1918
9924	3970 2504 3212 2493
9925	4808 3604 4581 1482
9926	1342 2290 3566 3263
9927	1991 3719 2580 3052
9928	548 682 1042 3860
9929	2106 3759 1984 1727
9930	4674 2118 3015 37
9931	3868 1957 1036 952
9932	1413 849 910 3587
9933	249 2858 2554 3644
9934	1229 1085 2418 2368
9935	2902 2153 3704 107
9936	4464 4144 1441 570
9937	706 2225 3419 4173
9938	948 1184 170 1456
9939	3367 3581 1544 547
9940	2642 958 861 4248
9941	3034 1776 90 4836
9942	3207 1304 542 757
9943	2868 4631 3428 3343
9944	3147 506 352 808
9945	1283 593 852 2294
9946	380 470 2240 3503
9947	4427 829 1706 806
9948	3653 2687 4459 3896
9949	2031 221 209 3566
9950	202 291 3710 1722
9951	3404 791 4149 2889
9952	4476 129 745 367
9953	780 175 3881 552
9954	1521 2646 3008 439
9955	1614 2711 441 2549
9956	1848 4580 2153 2911
9957	4711 1371 4126 4730
9958	4207 4886 1333 1995
9959	2271 234 2600 4062
9960	3727 3068 1784 2628
9961	1018 4471 428 4160
9962	285 1108 537 1689
9963	600 2815 4981 4560
9964	830 473 1051 837
9965	1339 1336 1785 1174
9966	4595 4262 1217 2169
9967	1253 1898 746 279
9968	1804 1431 3402 728
9969	3984 4088 3148 379
9970	4517 139 4198 277
9971	4869 532 2956 291
9972	2710 731 2087 632
9973	1989 2483 4765 2852
9974	4573 528 4502 1281
9975	2408 253 4670 1696
9976	2253 2612 1666 2008
9977	1201 1585 4448 3663
9978	2957 4064 3137 1682
9979	2120 344 3704 1557
9980	431 616 4219 1444
9981	3898 2944 4046 1086
9982	3280 4573 3273 3054
9983	257 812 3940 2065
9984	4528 916 2457 2247
9985	4684 3771 2624 2156
9986	1101 2920 3661 589
9987	2887 1682 1329 1690
9988	2622 3276 3201 2433
9989	1642 4817 138 418
9990	1028 4676 3349 1300
9991	2446 2460 3979 1323
9992	1044 46 935 2188
9993	1976 3938 1610 3029
9994	1451 2120 3053 3069
9995	3856 1851 1991 671
9996	3458 4869 2382 115
9997	2654 3560 3077 563
9998	195 362 4746 1982
9999	1357 4097 3906 1390
10000	486 3986 4318 3835
10001	2761 1533 1840 4172
10002	663 3631 2309 1650
10003	3394 4515 2940 4734
10004	55 4320 3076 1751
10005	571 1074 4775 963
10006	4250 4010 2319 4437
10007	4178 3096 2378 2701
10008	4897 3747 454 4052
10009	4569 1785 4723 4731
10010	1090 1146 307 814
10011	1788 1257 784 2944
10012	4868 195 1971 2267
10013	3910 4978 1243 430
10014	2435 2728 4075 4257
10015	3928 3086 3915 3954
10016	3026 2508 4697 2935
10017	55 2754 3231 1991
10018	4216 1767 1893 394
10019	3687 3700 1493 3246
10020	622 2213 3092 2211
10021	2577 1581 2177 4395
10022	2586 2963 4666 335
10023	3944 3536 3214 2586
10024	2456 1618 2583 4474
10025	3362 2337 1100 2105
10026	3492 1688 2402 4385
10027	248 3695 4651 484
10028	254 4885 1815 4245
10029	4712 34 397 2250
10030	4594 382 1557 3568
10031	3318 3672 4949 3468
10032	2995 4996 805 1999
10033	3069 2707 3150 2181
10034	4055 3385 1100 2666
10035	3498 4078 4436 3899
10036	4380 781 3432 668
10037	1363 183 3660 2290
10038	2022 2497 1366 4715
10039	800 3198 1568 3321
10040	3837 4394 3993 912
10041	4216 4699 4207 1203
10042	1851 1804 1048 3130
10043	393 2488 4841 1598
10044	3778 927 3765 4479
10045	1489 1610 1333 1749
10046	4354 1546 3885 3929
10047	4646 2344 1563 3361
10048	1995 3046 4790 1204
10049	1916 4631 4147 2308
10050	4651 2065 2902 1723
10051	4093 761 1639 4488
10052	4395 4828 4334 1478
10053	4804 1366 3429 4440
10054	2398 129 1272 4432
10055	936 3717 747 2659
10056	4498 196 4733 2253
10057	4048 1072 1553 3908
10058	2460 1152 130 2900
10059	4939 2377 3579 2194
10060	2363 2624 4575 890
10061	4942 2896 4502 3486
10062	4326 2100 4928 2867
10063	2840 3481 4002 4730
10064	1870 4007 3432 2419
10065	526 4050 3481 2163
10066	4816 1125 3158 2982
10067	3635 488 324 3441
10068	1550 1873 3602 2040
10069	460 3651 4915 1652
10070	4869 1205 2532 3795
10071	3346 4350 26 4843
10072	362 339 3551 908
10073	1658 4197 3841 2295
10074	2494 1323 4940 3929
10075	4144 3998 4626 3414
10076	1118 1463 4034 4548
10077	1176 3899 1963 1776
10078	143 4984 2774 862
10079	3939 2890 1563 548
10080	465 4920 4088 4433
10081	3086 4345 2895 1254
10082	1095 2080 458 23
10083	3785 4223 1240 587
10084	606 150 357 4572
10085	2333 4221 3360 4794
10086	629 1421 246 2126
10087	1745 3650 3628 2937
10088	4188 1385 4459 1155
10089	4801 1052 361 4235
10090	4037 2435 2643 4957
10091	3039 4608 76 529
10092	30 2231 4347 4578
10093	4095 4200 595 2865
10094	4796 847 3014 2034
10095	2627 2597 2211 1116
10096	3611 2697 1879 4414
10097	1750 3577 4637 2536
10098	2430 4356 2224 1841
10099	2562 1012 1089 4175
10100	2507 2843 41 4148
10101	3883 4806 4645 95
10102	868 603 376 2576
10103	2740 2376 974 2406
10104	3196 3451 4548 3737
10105	3514 2797 634 265
10106	4359 962 4004 3608
10107	4907 65 3407 3081
10108	1894 386 759 4321
10109	4034 1964 1555 3352
10110	4232 4947 3276 1080
10111	1038 1885 3441 766
10112	3381 549 3135 638
10113	581 2557 3727 2401
10114	1053 1251 2058 1345
10115	3448 3083 1202 4139
10116	2947 3585 675 2975
10117	2294 3821 378 690
10118	2995 2727 4912 2187
10119	249 2660 3165 939
10120	2934 4763 3061 1703
10121	4690 972 2312 1691
10122	2448 3828 1362 3016
10123	1018 3056 3788 1275
10124	1502 673 3441 3736
10125	2650 4199 983 4860
10126	4187 298 4012 1467
10127	3792 4587 4395 817
10128	2582 668 88 1454
10129	759 4165 1482 1909
10130	4648 2146 3342 111
10131	745 2199 2469 1613
10132	2172 3202 361 929
10133	3981 4743 4222 4423
10134	3101 2196 3280 3208
10135	1167 3420 724 4535
10136	2406 2463 1704 2506
10137	2904 4943 318 4950
10138	1782 3738 2854 4697
10139	1607 2572 1622 3618
10140	1071 1991 616 3061
10141	4057 3262 1962 4961
10142	3284 2070 535 4864
10143	4290 2624 4225 3781
10144	506 3160 1814 503
10145	2025 3925 284 4279
10146	4749 967 4086 4381
10147	1181 2262 1513 4701
10148	1045 2698 1039 2337
10149	1355 751 4482 2887
10150	4673 1362 3 655
10151	2290 2028 2584 4830
10152	440 4664 1221 1345
10153	2488 598 2246 2223
10154	4364 769 2886 2681
10155	3108 4636 358 812
10156	1935 3517 2942 2719
10157	2216 4622 2728 4348
10158	2368 3243 1306 1837
10159	2262 797 1706 3810
10160	4924 1221 1425 3193
10161	383 1825 4598 3616
10162	1395 902 3022 2314
10163	1765 3161 3118 491
10164	3352 2510 3492 4008
10165	835 606 2938 1729
10166	3562 4303 3612 1126
10167	3479 2222 1329 2674
10168	3310 3754 4204 763
10169	859 291 4 3290
10170	996 205 3859 3885
10171	1636 4283 4535 898
10172	2474 2067 4139 4474
10173	4574 866 1124 257
10174	101 1499 2469 3785
10175	2557 2824 1103 3409
10176	332 2572 4511 4410
10177	2051 387 3249 4907
10178	4034 353 1963 2491
10179	3899 881 3904 3321
10180	4364 2991 3596 4514
10181	2115 785 4925 2196
10182	4200 1846 1809 2866
10183	2081 3273 4682 2961
10184	3612 957 4163 1488
10185	3086 4042 2711 3647
10186	2809 1624 4141 4737
10187	2715 3783 4087 644
10188	2302 717 2869 3843
10189	1946 1959 311 1143
10190	4799 2377 3635 1125
10191	187 3632 4282 1384
10192	2453 2137 3833 2498
10193	3663 3990 2936 245
10194	3674 159 4391 3658
10195	3727 3851 2257 4299
10196	646 1158 4834 4726
10197	3670 3868 667 3929
10198	2063 2841 2877 2078
10199	3598 401 3245 710
10200	382 2131 846 4529
10201	2726 1983 840 3862
10202	4041 4236 2292 4055
10203	2262 2126 4894 3187
10204	2699 3675 870 3745
10205	4658 1752 724 2600
10206	2527 3670 4923 2736
10207	1624 2897 4078 2048
10208	3979 975 267 4471
10209	3714 4441 3007 1324
10210	1290 2047 312 736
10211	3745 548 4503 2067
10212	1114 3685 2042 4594
10213	4523 3168 2863 4016
10214	2387 1687 3338 488
10215	3608 1436 4488 3393
10216	468 4830 1802 4523
10217	3892 3051 1618 186
10218	1066 3470 2539 2173
10219	3817 739 584 1928
10220	3298 2391 2331 4417
10221	4934 742 3281 4533
10222	1436 1076 241 1646
10223	2341 4835 3905 675
10224	1573 1461 4991 2484
10225	265 2796 1477 3168
10226	2474 3355 2351 2065
10227	660 3350 2334 4819
10228	4350 1144 1419 1177
10229	2257 3615 517 2288
10230	138 2104 1872 4157
10231	928 4737 2987 4514
10232	1155 1606 203 4327
10233	4578 4937 666 1414
10234	2669 3808 1495 1314
10235	2028 475 585 669
10236	16 2933 4523 4564
10237	531 78 3843 4583
10238	2357 96 1827 1966
10239	609 4240 3623 206
10240	4109 3715 2935 1558
