Students	70000
6120	4024 491 5243 2935
6121	2461 732 1885 101
6122	1111 680 661 4600
6123	3373 4413 1560 5936
6124	6479 4205 1228 2785
6125	5737 3271 2949 1114
6126	1240 3996 6464 2321
6127	5844 4690 3179 2718
6128	1482 1289 6999 6029
6129	2892 3087 2303 4806
6130	3392 2121 6498 4496
6131	2328 2374 1337 6799
6132	6550 3948 1144 3071
6133	6752 986 6312 3395
6134	1680 1609 4661 3110
6135	5088 5961 5322 6513
6136	514 4433 5832 6252
6137	2544 1072 1873 4994
6138	3415 1532 5843 1820
6139	5775 2790 5953 3888
6140	981 6308 3448 4214
6141	2669 792 6239 5310
6142	3009 4912 6014 4352
6143	4246 5947 1707 4910
6144	3962 2814 3844 5942
6145	374 1087 4553 5063
6146	1442 1760 4937 6516
6147	5247 2516 881 2911
6148	4116 4296 1383 2791
6149	960 6051 2957 3371
6150	84 5561 2015 3020
6151	4986 4435 1044 5197
6152	807 1398 3679 574
6153	2897 4258 6880 4094
6154	4469 2802 597 1020
6155	5339 6015 4749 796
6156	1924 4499 717 2491
6157	6007 2650 1850 3885
6158	5343 5866 5760 6081
6159	4216 3865 6225 6942
6160	4164 600 3756 486
6161	6580 3644 1949 2454
6162	4043 2408 2383 3996
6163	3348 5782 4554 4663
6164	229 6633 5197 6324
6165	4074 6861 1756 264
6166	4055 2020 33 5639
6167	6491 5854 2536 2605
6168	2130 897 6323 1445
6169	3781 6627 5391 6691
6170	4308 4806 1974 6780
6171	3834 2830 1250 951
6172	1555 6095 2582 1422
6173	1586 142 13 6361
6174	3539 5190 2337 3561
6175	3095 516 2012 59
6176	6994 4186 6836 5553
6177	1731 1989 1870 1189
6178	5791 6043 5234 3048
6179	1594 731 1238 4201
6180	5073 2008 3741 2926
6181	1188 6359 3774 2338
6182	4880 5989 5379 5059
6183	5289 1101 422 503
6184	3297 1396 3167 4992
6185	2057 1169 4586 2116
6186	4405 1452 4485 3189
6187	6557 4717 6225 6983
6188	5148 261 5341 6465
6189	3106 6954 2082 6553
6190	5610 4812 6501 5731
6191	2222 1436 4393 5284
6192	1246 5834 125 2112
6193	350 3206 297 1138
6194	2195 4737 6472 1902
6195	2094 1343 4988 2487
6196	6002 1051 5591 6724
6197	299 5540 206 3986
6198	1878 6544 3559 3584
6199	1024 6676 6173 6124
6200	2993 2789 5817 6354
6201	2273 5864 346 5414
6202	5304 5180 532 499
6203	1252 6203 5511 6255
6204	6973 2416 6575 1602
6205	5901 430 736 679
6206	600 4143 2754 4502
6207	5546 867 528 4239
6208	4256 876 2318 4521
6209	3715 3442 5201 2372
6210	5678 6470 3465 3432
6211	1399 1205 6013 3568
6212	3885 2265 6649 6460
6213	4457 1602 4949 4715
6214	3085 3588 6910 3696
6215	291 1813 5276 5874
6216	6810 6625 6174 5877
6217	1489 2765 5014 6757
6218	5995 3655 2593 6528
6219	1790 2911 6367 997
6220	3020 2405 420 4961
6221	5456 4594 2923 217
6222	5648 2705 1707 2605
6223	5991 3752 4959 4726
6224	3318 2820 5228 4595
6225	3067 4865 5678 4461
6226	330 6706 3532 1442
6227	3554 6430 401 3585
6228	2200 4062 3793 993
6229	6652 1839 4926 1877
6230	6698 4357 6350 1772
6231	370 345 3150 3782
6232	1031 4081 6268 3044
6233	3864 4835 6909 6625
6234	5045 2216 4152 6821
6235	2591 4368 1584 5201
6236	5468 5403 2596 194
6237	3679 6924 5558 4515
6238	2808 4511 3204 1179
6239	1563 469 4899 3051
6240	3835 4196 1000 1410
6241	5564 6378 5833 521
6242	3413 3707 3245 3690
6243	6897 345 604 2538
6244	4884 4550 3278 1549
6245	462 4293 3160 6156
6246	5266 676 1868 4551
6247	2712 5321 2812 5702
6248	5160 692 847 6165
6249	1983 5530 1584 3718
6250	3473 5067 5384 2548
6251	4799 6558 5331 1260
6252	2912 4587 181 2598
6253	2917 2875 977 3149
6254	3608 3204 3195 3119
6255	6220 6329 5272 4104
6256	2237 2159 4073 4869
6257	5986 3075 4418 1009
6258	2611 1605 4488 675
6259	6610 915 5664 3808
6260	1929 3074 2887 716
6261	6446 1150 595 2797
6262	5628 3972 6775 5356
6263	182 372 5294 5267
6264	214 820 3722 1813
6265	1938 135 3837 5634
6266	2379 5224 5585 1165
6267	2206 1220 6767 3354
6268	6328 4542 1139 991
6269	1725 150 5129 1030
6270	3372 3930 2350 4166
6271	6477 4812 5511 1187
6272	2633 4839 4896 6009
6273	2197 1453 4219 3266
6274	36 1220 4268 6162
6275	6016 921 1194 1411
6276	5729 3500 3835 6196
6277	2284 4886 674 5593
6278	1606 5022 4694 4055
6279	1037 5827 4810 6590
6280	5749 887 5847 3010
6281	1161 1850 5473 6284
6282	2323 4203 4358 1818
6283	3931 911 2393 3592
6284	5799 4427 1596 6336
6285	6383 3722 3525 3265
6286	278 4975 2432 6749
6287	3773 4561 6093 6586
6288	223 4441 2394 5071
6289	5343 1372 2188 4818
6290	1976 6631 265 1464
6291	1632 893 3106 4022
6292	5173 5260 3415 6304
6293	1676 6166 1654 614
6294	4443 5466 6310 787
6295	5675 3578 6676 6715
6296	4650 5345 5167 1162
6297	3004 3621 4813 69
6298	4452 5474 4543 3495
6299	2838 2802 2152 3903
6300	5985 3888 3868 4112
6301	2169 2609 3942 1762
6302	2182 2149 4419 579
6303	2580 124 2835 6904
6304	1459 1097 3175 6302
6305	2815 764 2330 4417
6306	3404 5494 5150 472
6307	4967 1783 5093 4733
6308	5499 3131 3407 218
6309	1980 3490 4688 3696
6310	4995 2064 2860 5422
6311	6110 3700 4973 820
6312	2661 2404 3198 3749
6313	5072 4731 2956 4794
6314	6375 2647 2901 936
6315	1718 3234 2292 674
6316	348 3722 1232 6442
6317	3374 395 6863 5591
6318	177 1911 1370 991
6319	269 4443 3937 4133
6320	3952 465 1500 521
6321	6950 2093 2341 4842
6322	2228 110 6631 4438
6323	3072 6398 4856 1572
6324	6882 2781 6223 1973
6325	3610 6592 2642 671
6326	671 698 5382 6784
6327	1220 813 3965 3171
6328	5673 4509 3373 3760
6329	3300 4129 1790 2345
6330	6799 4422 3545 3285
6331	6208 24 1964 6137
6332	3117 1288 6460 964
6333	69 5500 5682 3092
6334	6910 1257 1049 5039
6335	6719 6095 6771 2487
6336	6129 6079 2996 5433
6337	491 6567 2990 3441
6338	1292 5250 6273 501
6339	4840 1578 4084 5765
6340	5788 3051 5810 4217
6341	3179 6587 5674 1351
6342	3125 4133 1707 6615
6343	6727 2201 6268 6822
6344	5756 6560 4128 6877
6345	4789 2519 3751 107
6346	4896 5278 5124 5497
6347	5470 3517 577 1517
6348	6016 1671 5089 6458
6349	4630 2207 2648 2732
6350	5649 4347 1293 5336
6351	2681 5286 4425 3973
6352	4648 6453 1117 2684
6353	2789 3094 5258 5427
6354	5133 5716 4043 3968
6355	5057 5122 3185 2752
6356	5067 999 1303 6704
6357	2388 3869 5549 4262
6358	5691 1523 6208 6298
6359	3938 1675 2764 1066
6360	3942 1895 739 4417
6361	380 6195 6336 3133
6362	1441 6923 3756 3492
6363	3611 388 3908 3910
6364	6732 2596 1452 4216
6365	1998 433 5565 5715
6366	6096 5892 2134 5647
6367	4888 2591 992 5723
6368	551 5929 4359 2679
6369	4762 998 2223 3925
6370	4482 6666 5628 4349
6371	6199 2471 4765 5950
6372	4799 5683 5424 4546
6373	4677 2755 4722 5125
6374	1581 1666 6292 2317
6375	2231 4195 6271 4641
6376	6763 11 2915 4012
6377	1996 4621 5362 2070
6378	1684 6484 4710 4060
6379	3865 3199 3948 1934
6380	4139 2091 3449 4170
6381	6706 3249 5240 1341
6382	3956 4282 5664 3234
6383	6923 3442 618 6067
6384	180 1277 2227 6140
6385	3603 1471 695 3771
6386	4515 1684 3488 4131
6387	6983 4134 4855 271
6388	1894 4702 5636 6213
6389	6611 889 5153 94
6390	3821 5014 1646 4484
6391	5292 3230 2957 2679
6392	3531 4040 5133 6051
6393	4711 5773 6978 4825
6394	5980 453 836 1520
6395	1511 3700 2514 5110
6396	2269 896 2080 764
6397	2640 4153 3683 6111
6398	5249 2468 3663 947
6399	5824 3374 5287 5365
6400	3827 2047 2945 2418
6401	4230 5789 2601 5050
6402	5858 5595 1662 3312
6403	6670 6866 6893 6384
6404	5435 2482 4043 4280
6405	5029 1384 5885 4734
6406	3941 5428 3230 6898
6407	105 1876 3509 4409
6408	1375 3974 730 2863
6409	6589 3218 6424 6990
6410	2165 4383 1753 5119
6411	6549 4885 1598 4007
6412	2031 6633 1715 579
6413	3564 98 2049 6589
6414	3375 3596 1962 68
6415	2451 3014 369 1579
6416	3152 3670 2920 4555
6417	1497 4273 2122 2401
6418	1342 5038 329 6680
6419	4110 5598 2455 6728
6420	4778 4317 3041 3926
6421	5935 5720 2365 4759
6422	2418 684 6029 2671
6423	3685 727 5051 4611
6424	6026 6644 4739 656
6425	2263 953 3544 6010
6426	1687 4328 1779 5193
6427	5130 5792 2478 2129
6428	1688 4715 3126 2705
6429	3384 6256 4346 2008
6430	6934 1388 4569 1901
6431	3597 3822 4906 1604
6432	1339 4306 6959 2096
6433	6147 1992 5579 55
6434	2501 1783 3114 4845
6435	5545 117 2729 6282
6436	2395 2153 6718 4184
6437	143 1394 1520 6513
6438	5863 4730 5540 387
6439	6567 1482 3808 2813
6440	4345 4443 1480 1200
6441	6264 4989 6044 3103
6442	482 1041 5610 4069
6443	6724 2063 6563 556
6444	6074 1009 2259 1867
6445	5169 2547 1875 6632
6446	6286 271 6532 4118
6447	4852 5583 4659 6343
6448	1 2449 1231 6647
6449	2522 4229 4069 638
6450	4830 1802 5147 6014
6451	6155 3493 1752 4074
6452	6475 4131 3011 1939
6453	3668 317 3576 5202
6454	4965 5696 2021 327
6455	2047 5321 2524 3250
6456	4616 1800 5898 6270
6457	1107 2683 6507 6935
6458	4601 6918 6759 6723
6459	2049 2241 4007 5331
6460	2566 3248 4762 299
6461	2918 907 1432 4858
6462	4871 2265 2569 5850
6463	3211 5647 5900 4537
6464	1848 3272 4979 1194
6465	6015 3689 3848 2709
6466	3782 6088 3868 6530
6467	1363 3257 4381 1450
6468	4268 2871 3599 4680
6469	1874 1957 6636 3883
6470	3181 2646 6485 435
6471	3163 6014 5631 2561
6472	1573 1409 653 2824
6473	6116 6827 3148 4037
6474	1592 2691 2734 6180
6475	6744 3826 6058 1605
6476	1810 4199 262 367
6477	80 2315 6255 6082
6478	3270 2608 4426 531
6479	4441 6922 6949 3336
6480	1088 5733 4986 3157
6481	3277 4460 2469 64
6482	5527 3223 4588 5145
6483	6882 1332 30 5086
6484	181 1513 1563 2995
6485	362 244 5997 6190
6486	5172 2090 6448 4032
6487	5437 5790 2163 243
6488	6188 6204 955 5947
6489	1009 3481 1331 979
6490	3623 872 4974 5676
6491	1795 6084 2164 6521
6492	3188 1571 1390 5943
6493	1822 4562 5723 3300
6494	6026 1143 4009 5490
6495	4190 6614 6472 4634
6496	3589 5422 3791 3204
6497	6175 5721 1670 3776
6498	4453 5700 6792 5052
6499	3515 6708 1146 3752
6500	6626 6501 779 820
6501	618 6212 2233 3822
6502	7000 2236 3420 1290
6503	359 4954 6425 3853
6504	206 2081 2159 5533
6505	5227 6558 2823 5288
6506	1361 5951 1529 558
6507	1709 3590 2826 4856
6508	4042 5681 560 4531
6509	2046 4772 1805 3472
6510	2203 1445 1245 2293
6511	5851 717 6517 4141
6512	6790 6162 6648 3815
6513	2497 1202 1005 2995
6514	4416 3988 6202 3667
6515	2705 1877 6438 2830
6516	1618 1127 5078 5444
6517	5405 2396 4006 778
6518	2064 7000 3152 1443
6519	4628 253 2411 961
6520	4423 5378 6099 5724
6521	5018 2160 3812 1120
6522	3604 4335 5492 3944
6523	5440 2542 208 5413
6524	3645 6865 5491 139
6525	161 3682 2254 3629
6526	3706 4710 5709 4837
6527	5175 4258 3312 6211
6528	2359 5361 3243 3590
6529	6406 1396 231 4490
6530	6746 6357 5580 5159
6531	1832 2005 857 4576
6532	118 4813 2139 5250
6533	4905 3985 4649 4335
6534	2790 6760 633 3761
6535	137 5989 1967 2850
6536	1729 99 178 3094
6537	1265 6662 1661 3683
6538	1653 5046 184 4122
6539	5061 3809 482 1155
6540	1921 643 6488 5901
6541	5599 4655 1562 3729
6542	1346 5378 4988 3193
6543	4630 3284 804 5420
6544	1599 2113 157 4312
6545	5650 1520 3447 3948
6546	7000 3442 6290 6727
6547	4270 3864 6328 4136
6548	1133 1154 5147 5221
6549	6617 2713 2486 3784
6550	1076 2867 1830 5264
6551	1709 6890 6711 5971
6552	1884 2889 1209 1588
6553	3067 546 3424 3404
6554	5444 5163 5087 712
6555	3191 1737 1942 1100
6556	6922 631 1465 3458
6557	2082 458 5653 268
6558	6652 2522 4805 196
6559	1517 6605 4949 4892
6560	6614 46 6080 5759
6561	1514 219 3976 1018
6562	463 4566 1601 635
6563	6179 6511 1224 1310
6564	6562 704 5191 1182
6565	3994 3510 1904 6917
6566	478 5899 5189 3191
6567	589 3723 6701 4142
6568	3060 3759 3001 1208
6569	2073 3989 1103 2853
6570	4427 6021 3524 566
6571	4171 5700 2853 958
6572	2042 4204 1722 2074
6573	4646 3784 2332 2639
6574	4442 5976 888 794
6575	5832 1288 5759 1380
6576	4211 4924 4775 2265
6577	1531 6033 6002 2107
6578	3402 5809 6747 5989
6579	6059 5716 2603 64
6580	6791 512 2415 4807
6581	2843 6899 2178 1252
6582	1151 667 5877 6217
6583	674 4661 1848 2503
6584	4116 6565 2699 2447
6585	4560 194 4660 6413
6586	187 3147 5092 1426
6587	6986 407 4055 4522
6588	5997 1909 4474 1516
6589	6404 2523 3488 2237
6590	5134 2219 1592 3132
6591	3874 891 3089 86
6592	3565 2998 6793 2033
6593	6930 3602 5957 3929
6594	6070 1824 6737 4269
6595	2050 4141 3181 2802
6596	3042 1415 3921 361
6597	464 145 2041 1027
6598	541 3975 1776 5421
6599	508 4399 4088 5217
6600	4641 1228 873 5481
6601	2267 479 6781 4700
6602	5830 5964 4848 5331
6603	6940 5955 6323 4805
6604	1539 2631 2125 5675
6605	4067 786 5032 6320
6606	811 6006 3265 5402
6607	614 4463 6181 3245
6608	5622 4106 4933 6192
6609	1852 5628 3656 6796
6610	4457 6410 3906 2609
6611	4978 2266 1062 6371
6612	3468 6072 2420 1204
6613	1547 6147 6015 4923
6614	2826 5122 1232 3006
6615	5014 21 6295 4921
6616	6734 716 3357 4100
6617	972 6108 5381 2734
6618	5107 3228 237 5766
6619	6085 6631 2465 1934
6620	5932 4500 292 2939
6621	4213 5677 4609 3617
6622	41 1747 2372 433
6623	801 6278 6959 448
6624	2266 2525 1460 3614
6625	299 1585 1180 1668
6626	5793 4830 4231 825
6627	4161 5074 3224 6835
6628	1 4752 5634 3035
6629	813 1091 4473 4555
6630	2103 6166 4546 763
6631	3985 1617 1949 1929
6632	4538 2765 3839 2395
6633	1827 6879 6867 863
6634	4293 225 2778 4574
6635	4390 467 6180 1786
6636	3174 2560 2587 4321
6637	3304 1812 32 1686
6638	1439 5645 2362 35
6639	5827 330 4066 2721
6640	5222 2569 2067 2472
6641	3842 6180 3516 946
6642	803 5880 5382 2198
6643	4953 2473 2739 5983
6644	2945 4876 4445 1897
6645	2407 1847 4472 1702
6646	2333 923 1221 4291
6647	1318 2646 6554 4186
6648	3523 2354 3196 5200
6649	5438 2459 3151 5429
6650	1812 1716 2494 2608
6651	6668 1543 5663 2378
6652	3968 5180 4140 6329
6653	4457 4599 3492 3022
6654	3981 3572 1292 5088
6655	5342 574 657 1352
6656	6715 3942 4591 554
6657	3078 4559 6940 1019
6658	708 4710 531 5004
6659	5045 478 6761 5595
6660	331 6301 5799 6922
6661	6045 1113 6322 6291
6662	4027 4730 3958 965
6663	4002 1055 3805 968
6664	6526 5935 2588 3271
6665	3694 4466 6408 6193
6666	1620 3631 4098 6137
6667	3255 2042 2957 3008
6668	2440 3216 875 4594
6669	959 3254 1500 3918
6670	5074 2704 2193 5389
6671	5612 6916 3944 5468
6672	4885 2836 3473 6322
6673	1834 4271 3155 2562
6674	5980 3390 4913 2794
6675	520 5141 3250 3460
6676	3002 6360 4354 5831
6677	1905 2316 2910 1131
6678	6689 1947 400 2653
6679	5858 1144 5502 1333
6680	1526 5406 5291 2229
6681	1349 5307 1590 4503
6682	328 513 1923 6999
6683	1426 6053 6058 1146
6684	4617 3924 537 2239
6685	3538 3574 585 2069
6686	369 902 4192 2245
6687	3632 955 5486 4361
6688	2941 1784 2974 5724
6689	1126 4977 6174 4577
6690	4840 5233 129 423
6691	645 1225 6453 5137
6692	471 6650 4888 2182
6693	2270 257 1770 6395
6694	6006 218 4626 6184
6695	1024 3183 1223 4328
6696	189 2836 6293 4243
6697	4357 4762 5680 1216
6698	4085 1710 5603 6512
6699	2579 2123 1773 5068
6700	2644 3625 469 6008
6701	6382 2464 4745 5935
6702	6324 6843 2384 4813
6703	4990 6473 5231 1566
6704	3070 261 4139 759
6705	5863 4910 3957 194
6706	1518 3862 6207 3831
6707	2426 2639 6135 2470
6708	2510 569 4441 5371
6709	4924 5509 6913 5853
6710	6790 2476 5400 4565
6711	6190 1779 734 5934
6712	1142 1940 4625 5465
6713	2947 3316 2712 370
6714	5201 325 4511 6122
6715	2154 563 320 6254
6716	6757 4119 2139 3136
6717	3907 6204 1646 3845
6718	523 5904 3447 191
6719	1481 4678 2307 1691
6720	2100 1031 512 783
6721	5302 2082 2798 2214
6722	4251 2030 1409 4574
6723	1906 6610 2557 2855
6724	5501 4607 4224 1380
6725	293 567 2395 860
6726	2664 1698 161 6950
6727	592 6988 1162 775
6728	4013 1309 3458 2223
6729	5456 4252 6523 604
6730	2527 6904 3937 6814
6731	5309 2503 4684 2519
6732	2008 2842 6413 2977
6733	2273 1475 6565 4858
6734	3742 4791 1019 2268
6735	6462 5195 1566 5987
6736	2907 4252 3597 1575
6737	4258 4248 3459 407
6738	1037 4190 4786 1105
6739	215 5619 1205 4252
6740	2528 379 2269 2277
6741	1341 2741 642 3084
6742	6507 5416 2771 4358
6743	742 4187 4906 6567
6744	4215 3379 4935 5949
6745	3913 3475 6271 2329
6746	2584 887 21 3265
6747	2347 5692 2723 1910
6748	4728 5787 3585 3374
6749	4657 5130 3093 4373
6750	2759 924 1812 4310
6751	973 6804 876 2684
6752	6573 3324 74 1146
6753	56 5615 55 4553
6754	138 3814 6490 800
6755	4371 1073 2270 6952
6756	2231 4418 1826 6463
6757	5211 2807 1521 990
6758	5642 5970 4010 140
6759	3922 6687 4312 6319
6760	3478 4163 6763 3873
6761	4367 2107 4690 2646
6762	1440 2794 5440 749
6763	1887 5052 3020 339
6764	1760 163 152 786
6765	5268 3718 4583 483
6766	927 2567 4484 3306
6767	595 1938 1160 1060
6768	6297 3488 1763 3301
6769	3238 302 1694 5245
6770	2334 460 4827 2745
6771	1828 4736 5881 6089
6772	394 6711 519 2672
6773	5620 3404 2168 5078
6774	2777 1516 3823 194
6775	3414 5097 3081 4288
6776	1135 5722 552 5455
6777	2969 6814 2104 6022
6778	3336 1178 6833 5793
6779	2791 1986 2489 2979
6780	3421 5805 5341 2160
6781	6118 6753 5344 5088
6782	483 1707 1262 5060
6783	5061 3916 4191 4274
6784	4054 182 6337 1952
6785	4021 4546 6857 6429
6786	2925 4596 3069 3260
6787	6776 6911 5077 6907
6788	2300 1986 2246 3721
6789	4 3180 1557 3861
6790	2695 4785 3309 4940
6791	5493 2447 4442 6678
6792	1153 2391 6903 6573
6793	5803 3899 3187 1710
6794	6069 312 992 4581
6795	2842 1426 4731 5399
6796	229 2344 5384 3557
6797	537 3741 3597 748
6798	617 4694 2309 3033
6799	5622 5941 5134 4942
6800	1001 1135 1783 2177
6801	3502 3669 537 3704
6802	2482 2165 1008 3182
6803	3192 2364 1542 6774
6804	4820 1754 2829 5007
6805	5408 3689 6825 5601
6806	696 4587 5472 3031
6807	6164 2048 1069 4096
6808	6923 3759 248 4459
6809	1466 5127 4475 5915
6810	2113 6640 4787 6112
6811	2162 3644 5134 4456
6812	5374 5116 2544 5524
6813	448 6949 5164 4298
6814	4285 1613 5843 936
6815	1156 4836 836 3460
6816	3644 1223 624 1035
6817	4613 5781 2127 6365
6818	5356 4906 2265 2897
6819	1638 4005 2085 6945
6820	1267 6091 5419 759
6821	6132 4042 6344 4793
6822	787 6068 3716 1823
6823	4644 4109 1743 4750
6824	3789 3389 3436 386
6825	5401 4321 4622 721
6826	2503 2966 3855 3103
6827	1390 4795 5733 3934
6828	938 2825 6894 2220
6829	2377 4929 922 6200
6830	5778 423 5011 2076
6831	2033 5539 6870 86
6832	3737 1067 5874 5123
6833	4827 6247 3049 5200
6834	5922 4426 2350 6117
6835	6816 2317 2867 5080
6836	1986 5182 2643 2033
6837	1125 4300 547 6397
6838	618 2719 86 3593
6839	4608 4106 3774 6404
6840	6333 5297 2077 4105
6841	978 5687 2418 757
6842	6461 1399 1029 4643
6843	1611 6233 3809 933
6844	4868 1958 1842 287
6845	4229 1789 2002 2658
6846	1033 6836 3507 444
6847	725 6344 6324 2767
6848	1949 6384 6757 891
6849	4617 2890 4146 5037
6850	4591 5014 6463 4411
6851	857 3533 3379 3506
6852	705 3605 2507 466
6853	4126 3625 6498 2820
6854	6182 6131 4265 4507
6855	3168 6898 2167 5080
6856	2411 3176 626 5032
6857	1322 4907 3544 2621
6858	772 53 3520 602
6859	6023 4555 3248 2010
6860	6696 2944 2406 4479
6861	2803 2219 6734 1468
6862	6703 5949 4941 1559
6863	170 6890 5347 1712
6864	5271 1087 4169 3703
6865	3658 5955 5817 3037
6866	4556 2213 61 5487
6867	5385 6568 1177 5231
6868	5632 4373 49 3771
6869	3561 177 1217 1653
6870	6244 502 6322 2338
6871	2613 590 538 5509
6872	3939 3372 3223 1181
6873	898 6967 1083 6051
6874	2913 4482 4852 4784
6875	2368 4410 6644 6067
6876	3016 6074 3243 5031
6877	62 5259 4345 1635
6878	3968 1625 3963 3064
6879	1883 3901 6438 1723
6880	5172 6137 2893 3648
6881	5786 818 6897 3743
6882	3298 5141 5158 223
6883	5303 2692 2356 4712
6884	2296 1717 6737 2986
6885	1182 6758 6752 6154
6886	4541 3895 203 5933
6887	2901 2150 2780 5333
6888	1419 610 3284 1854
6889	5841 3747 6786 1845
6890	934 1884 3545 1833
6891	3102 5050 2151 2993
6892	6696 5157 5423 1785
6893	4148 6824 1412 2727
6894	3103 1628 127 5065
6895	2819 2684 4490 271
6896	6514 142 5562 4100
6897	4704 3448 5301 874
6898	6840 4559 5384 1441
6899	353 4965 5783 1366
6900	2153 3629 4625 4476
6901	3467 5213 2006 4477
6902	4716 5243 1977 4429
6903	2888 6780 6482 2057
6904	4233 4469 2837 4077
6905	3033 2356 77 3529
6906	80 36 2544 886
6907	3327 2635 1093 2051
6908	1861 3937 2956 2066
6909	4157 3976 1053 1982
6910	4794 4501 6516 1225
6911	986 2362 5581 2323
6912	2204 2709 1372 6033
6913	6434 5612 405 2872
6914	3747 5688 5796 446
6915	2411 2412 3073 836
6916	1923 146 250 679
6917	758 577 4303 2660
6918	4012 1108 6835 1227
6919	3322 2025 5095 1754
6920	5671 4609 5614 5787
6921	941 6212 4816 3784
6922	1175 4997 3406 6983
6923	3456 1289 312 6019
6924	5605 6256 6069 6301
6925	2650 947 4883 170
6926	5201 2200 4113 6606
6927	2805 3870 5514 1919
6928	5612 5543 5550 1079
6929	4530 5840 4179 4197
6930	3882 6782 3433 2301
6931	6538 6953 1324 4009
6932	694 3391 3286 5609
6933	4154 6972 5719 3356
6934	2712 6186 3828 702
6935	4579 4645 5850 1514
6936	5718 745 4888 6765
6937	2192 4882 6809 2611
6938	1745 546 2228 1218
6939	5645 4897 2277 1080
6940	5469 966 3234 2400
6941	929 2911 2706 2200
6942	2776 5475 2915 3267
6943	4226 5697 5114 500
6944	722 3299 2561 1343
6945	6028 131 5082 374
6946	1905 445 1623 6856
6947	5778 4081 5591 4775
6948	4765 5361 6943 1100
6949	161 254 2151 319
6950	1328 2565 6370 3675
6951	6145 1229 425 1647
6952	586 6371 1059 4327
6953	5908 666 6071 2257
6954	5900 6379 1333 6644
6955	4967 3666 1938 4461
6956	3659 4591 1939 3873
6957	50 4505 5967 5477
6958	6826 1004 6810 6596
6959	1586 1372 6264 5982
6960	6044 5183 3079 960
6961	3155 2418 3687 4788
6962	5531 4702 5043 5534
6963	712 3292 3118 3543
6964	6243 463 5122 3808
6965	5080 5409 3141 2633
6966	6542 2730 476 4631
6967	862 2558 358 5635
6968	2000 5241 1 4758
6969	4785 1928 834 3881
6970	958 5054 1704 1933
6971	3335 4425 3328 1822
6972	19 742 1220 5708
6973	3593 1104 5949 4012
6974	5832 1271 1192 415
6975	4225 6710 2702 5590
6976	277 6301 4694 2410
6977	2783 3773 1075 4228
6978	2528 4817 2525 855
6979	3754 6261 5317 1510
6980	5390 2803 4312 959
6981	2150 3707 1448 4701
6982	3896 2323 6763 4686
6983	5909 1730 4220 836
6984	2232 589 6140 1500
6985	4924 4188 1309 5979
6986	5827 3684 4162 4777
6987	4175 6680 2921 5398
6988	4756 282 934 4995
6989	1183 1841 3719 1280
6990	509 5199 5334 6814
6991	6846 4804 561 3427
6992	3713 2760 3383 2582
6993	1638 3367 2964 188
6994	6473 1862 613 6721
6995	3201 4773 498 3671
6996	6721 2226 2246 6850
6997	6446 2589 376 6973
6998	2236 4647 4190 5303
6999	4541 4015 1529 3933
7000	3884 3108 3304 4087
7001	5415 950 3196 4552
7002	2129 6382 5301 3044
7003	1856 1416 2733 1885
7004	3904 5235 5788 2299
7005	2755 2383 6832 3829
7006	3627 2537 508 3748
7007	5628 4760 5659 3806
7008	397 1519 6719 1577
7009	5255 6186 4603 2909
7010	6254 39 2871 1445
7011	6035 1404 6348 2585
7012	2849 6101 3299 2095
7013	5520 2325 839 3432
7014	2895 4925 2558 3764
7015	1577 2480 6416 3138
7016	2423 6673 302 5831
7017	663 3292 4947 2029
7018	81 2452 2171 6685
7019	862 6651 4180 85
7020	3552 2448 3113 4785
7021	4575 1448 6773 2637
7022	6572 983 6853 5377
7023	2088 4195 5545 3327
7024	2038 3989 6835 6277
7025	6681 1484 5398 6175
7026	1324 2745 4944 1528
7027	5472 3942 5161 5891
7028	2082 5860 638 626
7029	6794 6404 4194 5829
7030	5643 4304 4751 4382
7031	3636 4351 2045 145
7032	5465 819 1271 2262
7033	5472 5198 5773 3938
7034	1121 5342 5711 3387
7035	1714 6743 3678 3288
7036	5815 1011 5392 3089
7037	6007 5085 159 5220
7038	3665 6073 999 4162
7039	1695 2474 2289 5704
7040	1669 5385 4140 656
7041	1936 5994 4305 5859
7042	3701 3396 5360 4194
7043	6261 574 6817 2569
7044	1771 1289 2129 6443
7045	2704 5684 2806 6663
7046	2367 4615 5734 3475
7047	1126 3131 5776 4830
7048	4811 5966 5759 4310
7049	4878 6644 5409 3322
7050	4287 2327 6930 6980
7051	2650 5439 4002 4420
7052	554 1415 3533 5945
7053	34 4687 4686 6495
7054	4225 2809 3431 5705
7055	230 1704 5022 3338
7056	6053 2826 4783 1838
7057	215 3895 3965 6222
7058	6724 5992 4092 1669
7059	2733 6812 1511 959
7060	5403 5562 1984 108
7061	595 6292 375 6916
7062	522 4877 296 4079
7063	979 1465 3085 3705
7064	6226 5393 3567 4247
7065	3726 3432 5620 1918
7066	345 3963 839 2591
7067	3047 3683 6388 3927
7068	846 1464 5901 6561
7069	522 5773 6828 3382
7070	4386 2042 6615 2344
7071	6900 2472 3231 2650
7072	6844 5183 5863 5909
7073	847 511 2586 6956
7074	4556 5441 2863 4207
7075	603 2168 5234 5525
7076	6454 3030 3162 4002
7077	5362 3267 6010 3537
7078	6313 6557 6547 4418
7079	5141 757 2231 118
7080	4980 4966 6336 6366
7081	1004 6779 6466 5072
7082	2666 4276 5139 5550
7083	1595 166 4390 1415
7084	3210 3942 2091 6738
7085	1244 2504 2283 4165
