Students	1600
1363	299 69 226 59
1364	347 239 26 159
1365	357 244 3 229
1366	266 32 279 71
1367	299 277 276 300
1368	58 180 195 113
1369	62 98 200 164
1370	193 84 229 128
1371	350 23 176 311
1372	265 61 163 133
1373	349 126 231 174
1374	63 178 155 382
1375	109 333 188 379
1376	168 205 16 7
1377	346 274 381 193
1378	253 379 225 383
1379	7 267 3 96
1380	14 79 228 119
1381	219 287 308 322
1382	20 199 72 316
1383	102 322 8 295
1384	153 98 323 295
1385	100 310 258 326
1386	93 332 144 142
1387	259 44 359 178
1388	147 37 293 166
1389	241 370 93 320
1390	235 174 324 374
1391	95 118 197 100
1392	131 125 217 399
1393	153 109 192 258
1394	113 367 397 374
1395	193 321 338 251
1396	389 289 371 126
1397	362 335 266 76
1398	75 57 66 148
1399	97 135 156 128
1400	50 12 331 333
1401	348 225 224 296
1402	312 340 275 130
1403	41 376 102 171
1404	360 163 3 354
1405	370 42 169 311
1406	136 281 223 199
1407	23 65 369 35
1408	100 24 57 350
1409	228 29 301 88
1410	339 389 195 85
1411	360 41 353 82
1412	370 70 108 400
1413	152 257 15 317
1414	152 156 8 211
1415	323 151 39 362
1416	112 322 301 81
1417	275 268 379 118
1418	379 318 187 121
1419	395 100 135 260
1420	193 236 74 166
1421	71 305 267 348
1422	23 266 267 157
1423	150 212 305 89
1424	4 136 338 110
1425	19 366 136 229
1426	175 257 340 124
1427	297 383 113 9
1428	229 364 239 358
1429	265 269 334 317
1430	283 244 58 400
1431	285 62 229 137
1432	306 360 168 147
1433	360 377 105 153
1434	382 400 178 241
1435	207 165 319 234
1436	50 22 361 26
1437	237 349 396 210
1438	190 121 289 137
1439	218 335 152 248
1440	169 184 163 384
1441	296 192 31 262
1442	56 16 393 362
1443	386 266 167 272
1444	122 354 295 190
1445	172 364 143 17
1446	60 250 187 381
1447	392 307 219 222
1448	262 342 209 246
1449	257 198 247 322
1450	68 343 315 250
1451	213 251 145 383
1452	117 126 256 159
1453	143 14 234 174
1454	21 14 26 81
1455	195 130 282 119
1456	343 391 150 326
1457	252 381 269 73
1458	264 351 135 104
1459	238 133 167 113
1460	5 283 80 340
1461	238 86 281 320
1462	213 303 289 386
1463	321 52 160 23
1464	121 215 115 112
1465	216 90 16 215
1466	145 384 65 165
1467	285 377 4 317
1468	127 55 83 126
1469	193 16 352 163
1470	213 370 280 36
1471	82 53 83 378
1472	394 360 155 100
1473	375 248 242 13
1474	85 286 251 358
1475	229 7 381 246
1476	54 366 114 289
1477	322 400 186 273
1478	292 67 385 109
1479	277 74 298 275
1480	191 160 101 208
1481	215 395 110 86
1482	189 28 176 14
1483	213 145 298 28
1484	388 199 49 372
1485	263 345 174 310
1486	50 171 291 227
1487	252 47 325 298
1488	76 288 331 225
1489	302 97 362 259
1490	193 317 201 340
1491	58 105 235 382
1492	209 186 238 72
1493	67 268 360 42
1494	168 134 97 354
1495	152 118 257 9
1496	196 73 298 347
1497	139 36 79 39
1498	309 174 267 200
1499	89 141 261 350
1500	237 184 351 395
1501	284 258 21 334
1502	226 96 24 134
1503	5 362 329 237
1504	188 39 66 302
1505	291 90 89 339
1506	91 79 55 285
1507	53 181 369 54
1508	323 394 87 129
1509	112 386 285 92
1510	122 40 46 394
1511	146 382 268 247
1512	204 6 124 217
1513	129 63 6 26
1514	133 171 336 36
1515	105 56 143 275
1516	17 140 380 352
1517	147 112 373 110
1518	364 393 47 176
1519	51 397 383 6
1520	293 27 28 149
1521	41 120 144 52
1522	35 247 158 126
1523	12 37 208 144
1524	291 117 220 2
1525	29 65 325 362
1526	359 394 354 382
1527	67 250 387 281
1528	10 43 294 148
1529	175 97 54 341
1530	222 10 395 139
1531	108 305 201 311
1532	84 346 259 283
1533	330 289 303 299
1534	92 48 208 227
1535	296 351 1 388
1536	256 371 215 245
1537	80 295 118 303
1538	125 86 360 29
1539	272 204 71 143
1540	134 173 164 313
1541	188 14 366 372
1542	112 16 362 142
1543	203 81 55 327
1544	2 168 267 156
1545	50 294 314 259
1546	396 171 19 359
1547	33 58 12 35
1548	248 149 109 208
1549	266 61 342 17
1550	177 339 273 1
1551	264 321 235 335
1552	74 146 38 127
1553	304 36 179 231
1554	107 229 41 97
1555	123 385 276 47
1556	227 145 164 306
1557	137 32 158 108
1558	187 20 81 241
1559	220 371 136 314
1560	234 170 270 104
1561	41 188 291 110
1562	62 167 199 232
1563	149 291 245 306
1564	270 315 17 146
1565	32 146 54 329
1566	143 95 218 310
1567	360 252 199 78
1568	350 44 114 173
1569	126 308 278 285
1570	45 347 33 306
1571	132 124 281 352
1572	368 150 10 398
1573	307 194 243 331
1574	150 36 171 119
1575	377 167 325 231
1576	268 80 195 33
1577	385 233 367 169
1578	222 338 368 33
1579	122 194 159 3
1580	93 222 72 348
1581	25 207 192 55
1582	257 101 205 291
1583	383 130 377 272
1584	171 63 72 136
1585	130 79 255 382
1586	87 102 291 233
1587	79 163 285 343
1588	191 13 376 332
1589	65 236 143 238
1590	355 215 246 220
1591	309 354 364 122
1592	44 400 325 269
1593	99 256 326 20
1594	346 231 184 56
1595	229 84 298 242
1596	159 37 284 119
1597	149 250 266 96
1598	310 397 119 263
1599	212 108 84 23
1600	61 228 192 18
