Students	2000
1363	397 509 112 158
1364	107 320 33 254
1365	106 233 398 456
1366	357 135 468 474
1367	31 70 572 316
1368	186 441 439 218
1369	125 253 231 439
1370	245 586 520 313
1371	595 455 282 256
1372	127 15 244 272
1373	295 68 92 12
1374	66 374 104 168
1375	389 536 363 39
1376	108 579 56 543
1377	73 211 323 403
1378	127 200 164 76
1379	215 256 117 576
1380	77 451 252 124
1381	473 391 461 298
1382	467 53 291 339
1383	487 379 42 184
1384	399 394 351 330
1385	40 241 393 101
1386	373 402 119 122
1387	309 545 274 59
1388	151 404 353 496
1389	10 441 137 358
1390	432 203 116 415
1391	246 102 437 10
1392	375 547 281 388
1393	361 387 382 370
1394	447 542 170 311
1395	470 395 391 145
1396	560 343 312 77
1397	425 143 56 173
1398	452 72 562 312
1399	540 102 338 371
1400	190 335 460 242
1401	469 145 574 193
1402	224 359 419 121
1403	575 562 91 476
1404	519 30 77 48
1405	201 90 121 256
1406	58 406 335 126
1407	174 419 466 100
1408	361 41 84 530
1409	387 520 377 276
1410	569 363 340 573
1411	410 293 373 555
1412	341 400 579 16
1413	90 156 490 152
1414	221 361 305 54
1415	316 111 549 194
1416	578 241 300 450
1417	402 590 42 19
1418	98 191 5 421
1419	222 343 389 57
1420	6 47 450 99
1421	167 43 330 339
1422	569 461 221 455
1423	391 522 265 324
1424	5 418 56 149
1425	536 475 596 10
1426	464 408 269 455
1427	196 249 44 540
1428	173 115 81 196
1429	124 550 48 571
1430	8 500 227 81
1431	328 367 54 500
1432	211 200 46 548
1433	311 133 305 198
1434	82 526 109 16
1435	532 433 555 292
1436	143 481 63 362
1437	342 335 188 58
1438	309 299 214 376
1439	350 578 273 272
1440	155 114 142 571
1441	554 114 571 18
1442	19 256 79 522
1443	587 14 521 17
1444	125 206 166 58
1445	277 555 73 560
1446	479 382 462 267
1447	491 314 397 299
1448	120 433 153 183
1449	279 62 448 449
1450	354 329 418 545
1451	58 71 388 237
1452	322 238 509 204
1453	299 148 407 229
1454	136 309 193 63
1455	569 271 471 39
1456	271 548 400 83
1457	226 358 474 579
1458	77 431 294 42
1459	523 357 37 519
1460	373 274 275 403
1461	1 490 331 305
1462	382 220 568 238
1463	421 235 62 43
1464	451 193 146 84
1465	74 234 260 78
1466	574 142 270 205
1467	588 213 298 479
1468	404 535 384 519
1469	193 303 413 195
1470	516 573 264 95
1471	414 32 6 307
1472	436 364 540 304
1473	462 275 227 549
1474	294 351 242 254
1475	298 62 112 567
1476	237 385 272 297
1477	342 517 422 416
1478	530 234 192 213
1479	567 134 598 287
1480	261 159 558 475
1481	434 118 588 529
1482	49 508 513 221
1483	158 587 317 184
1484	1 66 587 228
1485	7 286 504 535
1486	570 167 103 235
1487	441 80 547 579
1488	289 485 223 53
1489	230 57 296 40
1490	24 417 312 408
1491	463 476 561 7
1492	36 449 103 385
1493	357 54 71 198
1494	85 410 595 81
1495	90 425 30 574
1496	129 528 593 42
1497	116 248 443 580
1498	221 272 55 235
1499	41 258 452 444
1500	403 501 350 506
1501	78 573 85 563
1502	538 238 5 98
1503	571 127 308 189
1504	309 487 211 224
1505	336 219 413 269
1506	427 430 448 369
1507	112 502 436 110
1508	288 565 265 447
1509	367 580 55 423
1510	599 24 299 447
1511	122 447 240 554
1512	389 78 326 498
1513	120 177 292 28
1514	1 23 540 37
1515	353 103 306 19
1516	10 351 359 83
1517	107 17 238 533
1518	308 280 53 16
1519	91 88 162 390
1520	433 296 583 29
1521	214 226 235 115
1522	187 109 405 25
1523	74 343 438 599
1524	520 353 502 176
1525	138 109 342 221
1526	114 595 29 577
1527	540 452 260 339
1528	124 343 480 501
1529	253 177 85 505
1530	257 271 384 254
1531	15 28 61 231
1532	112 366 27 297
1533	107 592 442 409
1534	491 560 38 265
1535	199 334 311 581
1536	30 228 294 588
1537	270 152 13 370
1538	346 154 48 243
1539	3 61 409 20
1540	233 454 108 211
1541	396 193 117 19
1542	582 8 98 489
1543	134 514 410 517
1544	322 571 520 43
1545	91 442 464 59
1546	395 352 181 466
1547	542 404 413 25
1548	93 324 101 316
1549	279 250 574 50
1550	490 127 432 104
1551	306 97 91 417
1552	585 491 272 174
1553	197 446 10 444
1554	421 436 404 65
1555	325 302 415 551
1556	456 462 299 379
1557	508 204 419 43
1558	430 400 243 255
1559	320 4 478 539
1560	353 192 49 412
1561	138 386 495 262
1562	118 292 568 521
1563	275 202 96 171
1564	583 148 213 43
1565	506 505 297 72
1566	151 480 146 476
1567	270 368 111 332
1568	194 172 391 302
1569	385 5 361 436
1570	164 476 213 376
1571	593 509 294 204
1572	285 114 356 121
1573	135 308 357 13
1574	575 105 449 290
1575	593 255 284 599
1576	127 450 376 86
1577	61 30 407 47
1578	553 213 557 382
1579	251 337 160 514
1580	41 51 222 277
1581	542 514 540 499
1582	168 421 541 441
1583	227 597 375 554
1584	503 401 239 326
1585	370 576 485 253
1586	467 28 156 585
1587	477 189 349 9
1588	322 544 214 377
1589	55 319 369 555
1590	189 500 507 382
1591	86 402 561 336
1592	459 155 298 570
1593	233 410 51 211
1594	585 321 161 400
1595	509 476 523 338
1596	438 113 40 442
1597	431 169 328 1
1598	535 154 485 131
1599	171 343 191 270
1600	223 268 83 358
1601	24 375 458 340
1602	339 391 241 213
1603	327 354 478 488
1604	193 284 463 78
1605	352 25 343 340
1606	278 335 454 182
1607	206 232 539 168
1608	402 556 386 458
1609	508 465 295 2
1610	5 595 506 585
1611	470 205 391 582
1612	461 368 309 98
1613	484 422 457 204
1614	185 234 151 383
1615	498 269 224 198
1616	318 203 104 443
1617	282 452 273 99
1618	129 158 106 574
1619	419 232 490 170
1620	573 264 433 29
1621	575 43 400 91
1622	335 374 27 473
1623	325 375 402 582
1624	518 29 204 103
1625	421 178 553 113
1626	403 519 12 266
1627	65 303 445 325
1628	21 179 550 201
1629	319 300 159 465
1630	319 585 537 184
1631	160 306 229 458
1632	150 36 89 197
1633	419 393 431 48
1634	76 126 85 15
1635	352 111 578 239
1636	573 561 15 334
1637	58 409 37 134
1638	536 390 57 398
1639	208 244 295 382
1640	296 314 474 435
1641	142 255 56 417
1642	200 166 327 304
1643	399 573 394 13
1644	107 160 470 300
1645	451 83 515 1
1646	76 267 142 274
1647	382 371 531 388
1648	376 215 472 404
1649	277 182 300 537
1650	227 550 14 102
1651	394 152 136 351
1652	62 297 445 380
1653	182 525 410 494
1654	491 511 414 229
1655	199 324 81 486
1656	516 301 590 125
1657	381 162 479 259
1658	36 227 415 50
1659	376 218 261 48
1660	393 55 217 100
1661	430 423 220 162
1662	160 394 186 289
1663	111 28 56 320
1664	580 159 526 553
1665	241 413 209 14
1666	500 351 593 549
1667	579 532 332 585
1668	355 91 430 162
1669	188 460 178 552
1670	541 309 511 93
1671	355 414 446 67
1672	369 172 487 105
1673	32 508 320 91
1674	504 390 459 69
1675	168 35 115 590
1676	359 177 558 132
1677	417 491 259 13
1678	9 382 266 33
1679	109 516 493 78
1680	379 303 134 171
1681	245 104 34 289
1682	71 95 314 548
1683	555 220 238 460
1684	230 566 347 593
1685	485 46 208 445
1686	546 45 326 417
1687	560 51 128 282
1688	258 434 584 180
1689	221 264 43 276
1690	98 147 40 161
1691	57 469 156 497
1692	338 344 599 24
1693	536 142 492 263
1694	482 125 274 539
1695	131 53 536 325
1696	79 271 312 143
1697	228 31 177 226
1698	27 151 300 217
1699	462 552 365 481
1700	197 469 211 504
1701	217 394 265 500
1702	289 594 81 79
1703	161 359 199 515
1704	312 469 225 46
1705	566 166 516 258
1706	4 211 169 373
1707	363 545 143 383
1708	243 227 245 363
1709	524 369 537 48
1710	262 364 329 149
1711	255 448 54 227
1712	152 324 384 251
1713	13 515 122 135
1714	377 189 24 320
1715	510 520 114 580
1716	158 370 454 320
1717	319 331 341 487
1718	354 250 89 104
1719	311 96 294 513
1720	53 363 87 306
1721	511 53 383 141
1722	155 87 175 222
1723	237 419 99 552
1724	510 105 437 143
1725	458 111 269 469
1726	520 391 493 2
1727	60 13 83 547
1728	93 266 175 419
1729	459 546 176 51
1730	311 320 273 456
1731	229 211 209 580
1732	488 216 371 261
1733	78 366 50 215
1734	331 297 90 356
1735	552 475 7 198
1736	242 590 135 376
1737	284 373 208 69
1738	323 103 84 443
1739	599 322 240 172
1740	510 588 328 362
1741	94 110 342 461
1742	513 12 165 31
1743	94 210 465 309
1744	310 301 556 299
1745	151 234 414 417
1746	62 12 488 520
1747	260 355 416 303
1748	245 586 434 416
1749	171 195 9 368
1750	106 529 299 580
1751	592 273 79 181
1752	179 472 215 593
1753	129 139 95 21
1754	250 495 270 135
1755	171 490 356 87
1756	539 140 107 400
1757	108 397 289 427
1758	463 120 246 414
1759	179 122 501 318
1760	30 393 486 497
1761	349 424 488 160
1762	73 217 114 46
1763	269 390 45 302
1764	163 449 566 368
1765	224 442 257 253
1766	102 315 209 547
1767	148 284 493 149
1768	102 268 451 86
1769	380 167 346 303
1770	340 339 272 497
1771	542 139 421 145
1772	306 557 226 202
1773	476 556 12 98
1774	112 565 282 439
1775	188 220 547 337
1776	582 352 103 561
1777	55 260 219 268
1778	415 138 58 503
1779	115 206 110 72
1780	530 30 391 215
1781	74 222 109 425
1782	494 581 70 491
1783	189 154 219 528
1784	292 347 199 160
1785	341 11 101 585
1786	33 446 55 325
1787	46 125 26 224
1788	275 249 544 547
1789	276 215 514 438
1790	322 462 565 84
1791	514 578 467 29
1792	484 559 267 402
1793	344 199 373 170
1794	288 227 152 249
1795	544 388 528 149
1796	212 393 335 220
1797	482 444 599 81
1798	236 90 211 468
1799	434 314 498 538
1800	234 295 440 140
1801	362 270 327 22
1802	502 380 297 163
1803	96 60 434 94
1804	155 445 154 382
1805	515 475 470 394
1806	359 518 426 202
1807	424 56 230 390
1808	542 437 259 555
1809	465 169 568 17
1810	270 79 73 235
1811	415 14 597 600
1812	418 86 18 12
1813	385 55 327 131
1814	544 432 499 243
1815	228 271 254 463
1816	26 248 104 360
1817	329 525 8 522
1818	379 334 392 585
1819	94 80 336 71
1820	335 411 39 6
1821	256 527 556 343
1822	248 594 166 385
1823	191 367 210 396
1824	529 156 180 139
1825	599 272 335 121
1826	513 91 414 264
1827	85 10 225 242
1828	218 338 393 290
1829	234 458 420 130
1830	366 543 150 42
1831	66 466 122 577
1832	347 502 97 416
1833	274 550 23 159
1834	186 25 282 370
1835	148 23 479 26
1836	488 190 89 423
1837	111 293 283 418
1838	141 590 395 83
1839	418 389 210 98
1840	499 371 571 442
1841	326 542 288 263
1842	301 198 133 42
1843	104 232 2 205
1844	27 164 424 336
1845	266 104 185 509
1846	49 245 189 546
1847	280 158 42 521
1848	580 484 79 271
1849	292 490 541 340
1850	77 562 550 244
1851	474 322 62 100
1852	461 258 355 394
1853	571 29 87 455
1854	588 503 162 200
1855	501 225 522 458
1856	558 430 515 250
1857	80 218 81 350
1858	563 115 248 374
1859	247 586 301 270
1860	548 527 238 582
1861	36 571 515 376
1862	534 325 458 536
1863	477 112 220 576
1864	38 300 179 94
1865	497 360 560 129
1866	56 50 589 364
1867	103 552 258 447
1868	99 510 123 316
1869	31 11 216 519
1870	414 265 357 249
1871	480 563 96 410
1872	220 72 481 62
1873	124 458 241 166
1874	451 20 51 261
1875	459 467 146 485
1876	227 136 448 109
1877	509 117 17 371
1878	575 155 260 288
1879	289 532 407 222
1880	110 9 85 489
1881	577 68 347 16
1882	103 7 199 317
1883	166 161 586 508
1884	388 1 512 531
1885	575 24 322 340
1886	321 137 329 564
1887	438 107 339 415
1888	468 593 199 543
1889	42 174 372 37
1890	511 296 84 104
1891	371 409 387 570
1892	319 122 443 557
1893	79 166 324 329
1894	221 543 310 41
1895	364 70 22 12
1896	213 473 297 144
1897	10 424 81 163
1898	131 438 343 542
1899	36 465 491 119
1900	574 465 362 415
1901	146 376 458 279
1902	92 324 201 484
1903	368 198 461 478
1904	561 543 190 512
1905	279 266 81 203
1906	198 518 531 148
1907	215 499 554 561
1908	150 542 25 217
1909	541 245 576 4
1910	148 331 301 381
1911	485 193 458 205
1912	420 44 322 64
1913	549 104 72 177
1914	80 225 151 200
1915	588 205 492 438
1916	521 193 464 96
1917	165 244 140 394
1918	223 343 313 326
1919	159 556 448 356
1920	128 588 27 352
1921	501 359 475 372
1922	447 210 108 527
1923	556 508 74 304
1924	154 28 114 322
1925	389 306 162 310
1926	365 342 220 380
1927	232 97 329 151
1928	32 408 5 148
1929	454 553 535 241
1930	162 58 77 4
1931	395 249 467 213
1932	231 59 131 523
1933	111 374 551 253
1934	101 343 217 490
1935	338 575 594 524
1936	223 129 349 164
1937	510 489 405 22
1938	394 348 484 275
1939	368 165 236 304
1940	263 390 597 92
1941	263 203 402 513
1942	272 270 18 83
1943	405 181 475 223
1944	506 570 415 123
1945	281 256 306 593
1946	53 116 403 389
1947	490 47 494 3
1948	103 96 521 87
1949	36 531 303 104
1950	541 178 219 123
1951	565 158 575 275
1952	324 60 219 470
1953	98 538 63 55
1954	245 221 67 62
1955	63 193 304 319
1956	247 566 124 327
1957	147 510 376 370
1958	68 530 29 143
1959	381 256 115 301
1960	128 592 87 25
1961	411 539 520 549
1962	43 301 496 442
1963	261 238 38 553
1964	144 424 313 382
1965	241 94 342 385
1966	463 422 69 135
1967	68 118 477 188
1968	286 285 37 76
1969	261 420 529 399
1970	93 439 535 306
1971	474 484 382 510
1972	194 325 256 551
1973	316 496 113 20
1974	505 52 332 414
1975	438 316 348 212
1976	244 86 403 227
1977	544 138 23 87
1978	524 20 12 571
1979	113 1 296 114
1980	539 523 530 134
1981	498 4 11 196
1982	329 544 208 355
1983	39 311 173 529
1984	36 382 401 71
1985	357 416 461 161
1986	91 90 311 16
1987	175 230 229 334
1988	559 516 172 504
1989	33 452 320 22
1990	396 222 275 483
1991	18 256 3 307
1992	229 449 331 424
1993	525 104 551 369
1994	436 517 252 534
1995	64 561 81 312
1996	557 462 513 62
1997	23 66 455 106
1998	319 226 157 449
1999	174 335 51 419
2000	29 415 522 187
